Marque;Modèle dossier;Modèle UTAC;Désignation commerciale;CNIT;Type Variante Version (TVV);Carburant;Hybride;Puissance administrative;Puissance maximale (kW);Boîte de vitesse;Consommation urbaine (l/100km);Consommation extra-urbaine (l/100km);Consommation mixte (l/100km);CO2 (g/km);CO type I (g/km);HC (g/km);NOX (g/km);HC+NOX (g/km);Particules (g/km);masse vide euro min (kg);masse vide euro max (kg);Champ V9;Date de mise à jour;Carrosserie;gamme
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG092157;639/2KAA31305N1M3G2S29;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609A827;639/2KAA31305N1M3G2S38;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12H178;639/2KAA31305N1M3G2S38;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021T489;639/2KAA31305N1M3G2S39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372U053;639/2KAA31305N1M3G2S39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6014635;639/2KAA31305N1M3G2S39;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG093158;639/2KAA31305N1M3G2S39;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609B828;639/2KAA31305N1M3G2T28;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12J179;639/2KAA31305N1M3G2T28;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021U490;639/2KAA31305N1M3G2T29;GO;non;10;120;M 6;8.9;6.5;7.3;192;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372V054;639/2KAA31305N1M3G2T29;GO;non;10;120;M 6;8.9;6.5;7.3;192;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6015636;639/2KAA31305N1M3G2T29;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG094159;639/2KAA31305N1M3G2T29;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609C829;639/2KAA31305N1M3G2T38;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12J180;639/2KAA31305N1M3G2T38;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021V491;639/2KAA31305N1M3G2T39;GO;non;10;120;M 6;8.9;6.5;7.3;192;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372W055;639/2KAA31305N1M3G2T39;GO;non;10;120;M 6;8.9;6.5;7.3;192;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6016637;639/2KAA31305N1M3G2T39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG095160;639/2KAA31305N1M3G2T39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609D830;639/2KAA31305N1M3G2U28;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12K181;639/2KAA31305N1M3G2U28;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021W492;639/2KAA31305N1M3G2U29;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372X056;639/2KAA31305N1M3G2U29;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6017638;639/2KAA31305N1M3G2U29;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG096161;639/2KAA31305N1M3G2U29;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609E831;639/2KAA31305N1M3G2U38;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12L182;639/2KAA31305N1M3G2U38;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021X493;639/2KAA31305N1M3G2U39;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372Y057;639/2KAA31305N1M3G2U39;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6018639;639/2KAA31305N1M3G2U39;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG097162;639/2KAA31305N1M3G2U39;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609F832;639/2KAA31305N1M3G2V28;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12M183;639/2KAA31305N1M3G2V28;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021Y494;639/2KAA31305N1M3G2V29;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP372Z058;639/2KAA31305N1M3G2V29;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6019640;639/2KAA31305N1M3G2V29;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG098163;639/2KAA31305N1M3G2V29;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609G833;639/2KAA31305N1M3G2V38;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12N184;639/2KAA31305N1M3G2V38;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP021Z495;639/2KAA31305N1M3G2V39;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP3720059;639/2KAA31305N1M3G2V39;GO;non;10;120;M 6;9;6.6;7.4;195;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP601A641;639/2KAA31305N1M3G2V39;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG099164;639/2KAA31305N1M3G2V39;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609H834;639/2KAA31305N1M3J1S28;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12P185;639/2KAA31305N1M3J1S28;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376A223;639/2KAA31305N1M3J1S29;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607U619;639/2KAA31305N1M3J1S29;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG10W644;639/2KAA31305N1M3J1S29;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609J835;639/2KAA31305N1M3J1S38;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12P186;639/2KAA31305N1M3J1S38;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376B224;639/2KAA31305N1M3J1S39;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607V620;639/2KAA31305N1M3J1S39;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG10X645;639/2KAA31305N1M3J1S39;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609J836;639/2KAA31305N1M3J1T28;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12R187;639/2KAA31305N1M3J1T28;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376C225;639/2KAA31305N1M3J1T29;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607W621;639/2KAA31305N1M3J1T29;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG10Y646;639/2KAA31305N1M3J1T29;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609K837;639/2KAA31305N1M3J1T38;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12R188;639/2KAA31305N1M3J1T38;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376D226;639/2KAA31305N1M3J1T39;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.175;;0.226;0.248;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607X622;639/2KAA31305N1M3J1T39;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG10Z647;639/2KAA31305N1M3J1T39;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609L838;639/2KAA31305N1M3J1U28;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12S189;639/2KAA31305N1M3J1U28;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376E227;639/2KAA31305N1M3J1U29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607Y623;639/2KAA31305N1M3J1U29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG100648;639/2KAA31305N1M3J1U29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609M839;639/2KAA31305N1M3J1U38;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12T190;639/2KAA31305N1M3J1U38;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376F228;639/2KAA31305N1M3J1U39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.175;;0.226;0.248;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP607Z624;639/2KAA31305N1M3J1U39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG101649;639/2KAA31305N1M3J1U39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609N840;639/2KAA31305N1M3J1V28;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12U191;639/2KAA31305N1M3J1V28;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376G229;639/2KAA31305N1M3J1V29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6070625;639/2KAA31305N1M3J1V29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG102650;639/2KAA31305N1M3J1V29;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609P841;639/2KAA31305N1M3J1V38;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12V192;639/2KAA31305N1M3J1V38;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2525;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP376H230;639/2KAA31305N1M3J1V39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.175;;0.226;0.248;0.001;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP6071626;639/2KAA31305N1M3J1V39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG103651;639/2KAA31305N1M3J1V39;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2356;2450;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609P842;639/2KAA31305N1M3J2S28;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG12W193;639/2KAA31305N1M3J2S28;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP0210496;639/2KAA31305N1M3J2S29;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP3721060;639/2KAA31305N1M3J2S29;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP601B642;639/2KAA31305N1M3J2S29;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG09A165;639/2KAA31305N1M3J2S29;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609R843;639/2KAA31305N1M3J2S38;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG128194;639/2KAA31305N1M3J2S38;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP0211497;639/2KAA31305N1M3J2S39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP3722061;639/2KAA31305N1M3J2S39;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.175;;0.226;0.248;0.001;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP601C643;639/2KAA31305N1M3J2S39;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG09B166;639/2KAA31305N1M3J2S39;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;1976;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVP609R844;639/2KAA31305N1M3J2T28;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
MERCEDES-BENZ;VITO;VITO;COMBI 116 CDI;M10MCDVPG129195;639/2KAA31305N1M3J2T28;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-INFER
